Name;Municipality;Owner/owner of the spv;Spv;Operator, contact details;Cabel information,contact details;"Nominal power (kW)";Installation year;Wind turbine Manufacturer;Wind turbine tip height (m);Wind turbine hub height (m);Wind turbine rotor diameter (m);Region;"Installed (1)/Not in use(0)";Demolish year
Piiparinmäki 40;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
Piiparinmäki 41;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
Polusjärvi 1;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 2;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 3;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 4;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 5;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 6;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 7;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 8;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 9;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Polusjärvi 10;Pyhäjoki;Suomen Hyötytuuli Oy;;;;4300;2022;Vestas;;160;150;Pohjois-Pohjanmaa;1;
Ponsivuori 1;Kurikka;IKEA;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4300;2019;Nordex Acciona;210;135;150;Etelä-Pohjanmaa;1;
Ponsivuori 2;Kurikka;IKEA;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4300;2019;Nordex Acciona;210;135;150;Etelä-Pohjanmaa;1;
Ponsivuori 3;Kurikka;IKEA;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4300;2019;Nordex Acciona;210;135;150;Etelä-Pohjanmaa;1;
Ponsivuori 4;Kurikka;IKEA;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4300;2019;Nordex Acciona;210;135;150;Etelä-Pohjanmaa;1;
Ponsivuori 5;Kurikka;IKEA;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4300;2019;Nordex Acciona;210;135;150;Etelä-Pohjanmaa;1;
Ponsivuori 6;Kurikka;IKEA;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4300;2019;Nordex Acciona;210;135;150;Etelä-Pohjanmaa;1;
Ponsivuori 7;Kurikka;IKEA;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4300;2019;Nordex Acciona;210;135;150;Etelä-Pohjanmaa;1;
Pori 1;Pori;Pori Energia Oy;;;;300;1993;Nordtank;;30,5;31;Satakunta;0;2016
Pori Offshore 1;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2010;Siemens Gamesa;;80;101;Satakunta;1;
Putaankangas 1;Simo;Aquila Capital;Aalto Wind No 1 Ltd. Oy;;;3000;2011;Vestas;;119;112;Lappi;1;
Putaankangas 2;Simo;Aquila Capital;Aalto Wind No 1 Ltd. Oy;;;3000;2011;Vestas;;119;112;Lappi;1;
Putaankangas 3;Simo;Aquila Capital;Aalto Wind No 1 Ltd. Oy;;;3000;2012;Vestas;;119;112;Lappi;1;
Pyhänkoski 1;Merijärvi;Pyhänkosken Tuulivoima Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pyhänkoski 2;Merijärvi;Pyhänkosken Tuulivoima Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pyhänkoski 3;Merijärvi;Pyhänkosken Tuulivoima Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pyhänkoski 4;Merijärvi;Pyhänkosken Tuulivoima Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Raahe 1;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2004;Siemens Gamesa;;80;82;Pohjois-Pohjanmaa;1;
Raahe 10;Raahe;Raahen Tuulienergia Oy;;;;3000;2014;Nordex Acciona;;91;117;Pohjois-Pohjanmaa;1;
Raahe 11;Raahe;Raahen Tuulienergia Oy;;;;3000;2014;Nordex Acciona;;120;117;Pohjois-Pohjanmaa;1;
Raahe 2;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2004;Siemens Gamesa;;80;82;Pohjois-Pohjanmaa;1;
Raahe 3;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2004;Siemens Gamesa;;80;82;Pohjois-Pohjanmaa;1;
Raahe 4;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2004;Siemens Gamesa;;80;82;Pohjois-Pohjanmaa;1;
Raahe 5;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2004;Siemens Gamesa;;80;82;Pohjois-Pohjanmaa;1;
Raahe 6;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2010;Siemens Gamesa;;80;101;Pohjois-Pohjanmaa;1;
Raahe 7;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2010;Siemens Gamesa;;80;101;Pohjois-Pohjanmaa;1;
Raahe 8;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2010;Siemens Gamesa;;80;101;Pohjois-Pohjanmaa;1;
Raahe 9;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2300;2010;Siemens Gamesa;;80;101;Pohjois-Pohjanmaa;1;
Raitniemi;Sauvo;Tommi Heininen;;;;600;2013;Siemens Gamesa;;80;101;Varsinais-Suomi;1;
Rasakangas 1;Kurikka;Ilmatar Windpower Oyj;;;;6000;2022;Vestas;210;123;162;Etelä-Pohjanmaa;1;
Rasakangas 2;Kurikka;Ilmatar Windpower Oyj;;;;6000;2022;Vestas;210;123;162;Etelä-Pohjanmaa;1;
Rasakangas 3;Kurikka;Ilmatar Windpower Oyj;;;;6000;2022;Vestas;210;123;162;Etelä-Pohjanmaa;1;
Rasakangas 4;Kurikka;Ilmatar Windpower Oyj;;;;6000;2022;Vestas;210;123;162;Etelä-Pohjanmaa;1;
Rasakangas 5;Kurikka;Ilmatar Windpower Oyj;;;;6000;2022;Vestas;210;123;162;Etelä-Pohjanmaa;1;
Rasakangas 6;Kurikka;Ilmatar Windpower Oyj;;;;6000;2022;Vestas;210;123;162;Etelä-Pohjanmaa;1;
Rasakangas 7;Kurikka;Ilmatar Windpower Oyj;;;;6000;2022;Vestas;210;123;162;Etelä-Pohjanmaa;1;
Rasakangas 8;Kurikka;Ilmatar Windpower Oyj;;;;6000;2022;Vestas;210;123;162;Etelä-Pohjanmaa;1;
Rasmus 1;Ilmajoki;Koskenkorvan Tuulivoima Oy;;;;1500;2014;Dongfang;;;77;Etelä-Pohjanmaa;1;
Rasmus 2;Ilmajoki;Koskenkorvan Tuulivoima Oy;;;;1500;2014;Dongfang;;;77;Etelä-Pohjanmaa;1;
Ratiperä 1;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ratiperä 2;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ratiperä 3;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ratiperä 4;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ratiperä 5;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ratiperä 6;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ratiperä 7;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ratiperä 8;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ratiperä 9;Jämijärvi;FP Lux Wind GmbH & Co. Primus KG;FP Lux Wind Ratiperä Oy;Abo Wind Oy, Jukka Leinonen;Abo Wind Oy, Jukka Leinonen;3000;2017;Nordex Acciona;;;131;Satakunta;1;
Ribäcken 1;Maalahti;IKEA;Ribäcken Vindpark AB ;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;200;125,5;149;Pohjanmaa;1;
Ribäcken 2;Maalahti;IKEA;Ribäcken Vindpark AB ;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;200;125,5;149;Pohjanmaa;1;
Ribäcken 3;Maalahti;IKEA;Ribäcken Vindpark AB ;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;200;125,5;149;Pohjanmaa;1;
Ribäcken 4;Maalahti;IKEA;Ribäcken Vindpark AB ;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;200;125,5;149;Pohjanmaa;1;
Ribäcken 5;Maalahti;IKEA;Ribäcken Vindpark AB ;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;200;125,5;149;Pohjanmaa;1;
Riihontie 1;Alavus;Terho Riiho;;;;600;2009;NEGMicon;;50;45;Etelä-Pohjanmaa;1;
Ristiveto 1;Merijärvi;Puhuri Oy;Oy Herrfors Ab;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2300;2013;Siemens Gamesa;;115;108;Pohjois-Pohjanmaa;1;
Ristiveto 2;Merijärvi;Puhuri Oy;Oy Herrfors Ab;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2300;2013;Siemens Gamesa;;115;108;Pohjois-Pohjanmaa;1;
Ristiveto 3;Merijärvi;Puhuri Oy;Oy Herrfors Ab;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2300;2013;Siemens Gamesa;;115;108;Pohjois-Pohjanmaa;1;
Ristiveto 4;Merijärvi;Puhuri Oy;Oy Herrfors Ab;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2300;2013;Siemens Gamesa;;115;108;Pohjois-Pohjanmaa;1;
Ristiveto 5;Merijärvi;Puhuri Oy;Oy Herrfors Ab;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2300;2013;Siemens Gamesa;;115;108;Pohjois-Pohjanmaa;1;
Ristiveto 6;Merijärvi;Puhuri Oy;Oy Herrfors Ab;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2300;2013;Siemens Gamesa;;115;108;Pohjois-Pohjanmaa;1;
Riutunkari T1;Oulunsalo;Pohjantuulen Voima;;;;3000;2008;WinWinD;;90;100;Pohjois-Pohjanmaa;1;
Riutunkari T2;Oulunsalo;Pohjantuulen Voima;;;;3000;2008;WinWinD;;90;100;Pohjois-Pohjanmaa;1;
Riutunkari T4;Oulunsalo;Innopower Oy;;;;1000;2003;WinWinD;;;;Pohjois-Pohjanmaa;0;2015
Riutunkari T5;Oulunsalo;Innopower Oy;;;;1000;2003;WinWinD;;;;Pohjois-Pohjanmaa;0;2015
Riutunkari T6;Oulunsalo;Innopower Oy;;;;1000;2003;WinWinD;;;;Pohjois-Pohjanmaa;0;2015
Röyttä 1;Tornio;Rajakiiri Oy;;;;3600;2010;Siemens Gamesa;;100;120;Lappi;1;
Röyttä 2;Tornio;Rajakiiri Oy;;;;3600;2010;Siemens Gamesa;;100;120;Lappi;1;
Röyttä 3;Tornio;Rajakiiri Oy;;;;3600;2010;Siemens Gamesa;;100;120;Lappi;1;
Röyttä 4;Tornio;Rajakiiri Oy;;;;3600;2010;Siemens Gamesa;;100;120;Lappi;1;
Röyttä 5;Tornio;Rajakiiri Oy;;;;3600;2010;Siemens Gamesa;;100;120;Lappi;1;
Röyttä 6;Tornio;Rajakiiri Oy;;;;3600;2010;Siemens Gamesa;;100;120;Lappi;1;
Röyttä 7;Tornio;Rajakiiri Oy;;;;3600;2010;Siemens Gamesa;;100;120;Lappi;1;
Röyttä 8;Tornio;Rajakiiri Oy;;;;3600;2010;Siemens Gamesa;;100;120;Lappi;1;
Röyttä II 1;Tornio;Rajakiiri Oy;;;;3300;2015;Vestas;;119;112;Lappi;1;
Röyttä II 2;Tornio;Rajakiiri Oy;;;;3300;2015;Vestas;;119;112;Lappi;1;
Röyttä II 3;Tornio;Rajakiiri Oy;;;;3300;2015;Vestas;;119;112;Lappi;1;
Röyttä II 4;Tornio;Rajakiiri Oy;;;;3300;2015;Vestas;;119;112;Lappi;1;
Röyttä II 5;Tornio;Rajakiiri Oy;;;;3300;2015;Vestas;;119;112;Lappi;1;
Saarenkylä 1;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Saarenkylä 2;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Saarenkylä 3;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Saarenkylä 4;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Saarenkylä 5;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Saarenkylä 6;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Saarenkylä 7;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Saarenkylä 8;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Saarenkylä 9;Alavieska;Allianz Capital Partners;;TM Voima;TM Voima;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Sandö 1;Hanko;Saba Wind Ab;;;;2000;2004;Enercon;;30;70;Uusimaa;1;
Sandö 2;Hanko;Saba Wind Ab;;;;2000;2004;Enercon;;30;70;Uusimaa;1;
Sandö 3;Hanko;Saba Wind Ab;;;;2000;2004;Enercon;;30;70;Uusimaa;1;
Sandö 4;Hanko;Saba Wind Ab;;;;2000;2004;Enercon;;30;70;Uusimaa;1;
Santavuori 1;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 10;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 11;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 12;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 13;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 14;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 15;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 16;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 17;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 2;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 3;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 4;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 5;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 6;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 7;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 8;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Santavuori 9;Ilmajoki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2016;Vestas;;137;126;Etelä-Pohjanmaa;1;
Sarvankangas 1;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 10;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 11;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 12;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 13;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 14;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 2;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 3;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 4;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 5;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 6;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 7;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 8;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvankangas 9;Raahe;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;3450;2017;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Sarvisuo 1;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 2;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 3;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 4;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 5;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 6;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 7;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 8;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
